chr	start	end	log2_TNratio_corrected
chr1	1000001	1500000	NA
chr1	1500001	2000000	-0.0961939660126261
chr1	2000001	2500000	-0.0562261144698996
chr1	2500001	3000000	NA
chr1	3000001	3500000	-0.112948095287484
chr1	3500001	4000000	-0.0196606664964018
chr1	4000001	4500000	-0.146788427713215
chr1	4500001	5000000	0.0134937376045055
chr1	5000001	5500000	0.0243563522734268
chr1	5500001	6000000	-0.0449601297367774
chr1	6000001	6500000	-0.0603813746587547
chr1	6500001	7000000	-0.0180386594233082
chr1	7000001	7500000	-0.14451055461001
chr1	7500001	8000000	-0.0815310507748492
chr1	8000001	8500000	-0.0238925062345861
chr1	8500001	9000000	-0.0851832401032691
chr1	9000001	9500000	-0.0528219328280539
chr1	9500001	10000000	-0.0068298896295392
chr1	10000001	10500000	0.10879661825917
chr1	10500001	11000000	-0.0776745436109481
chr1	11000001	11500000	0.00214484449517735
chr1	11500001	12000000	0.000965095564956393
chr1	12000001	12500000	0.0237348601193609
chr1	13500001	14000000	0.0427515808536005
chr1	14000001	14500000	-0.106149525901457
chr1	14500001	15000000	-0.0691189119944729
chr1	15000001	15500000	-0.0379802242254125
chr1	15500001	16000000	-0.0557349207232882
chr1	16000001	16500000	-0.0188884918343201
chr1	17000001	17500000	0.0147513594670104
chr1	17500001	18000000	-0.0254406477257726
chr1	18000001	18500000	0.0524893414728501
chr1	18500001	19000000	-0.0941478765814572
chr1	19000001	19500000	0.00363017906379965
chr1	19500001	20000000	-0.0423608853393573
chr1	20000001	20500000	-0.0695635848769631
chr1	20500001	21000000	0.0739500544376682
chr1	21000001	21500000	0.0255014993279398
chr1	21500001	22000000	-0.0597365323786636
chr1	22000001	22500000	-0.0287856369242087
chr1	22500001	23000000	-0.0466835964894608
chr1	23000001	23500000	0.0592881560806859
chr1	23500001	24000000	0.135879037559469
chr1	24000001	24500000	0.00224687257335236
chr1	24500001	25000000	-0.0176201849891236
chr1	25000001	25500000	-0.263520535717189
chr1	25500001	26000000	0.0293155861360452
chr1	26000001	26500000	0.00972305425902228
chr1	26500001	27000000	0.0381753853400535
chr1	27000001	27500000	0.0950882627289152
chr1	27500001	28000000	0.0542430348314508
chr1	28000001	28500000	0.0518699275499754
chr1	28500001	29000000	-0.133529298794313
chr1	29000001	29500000	-0.0660829470532231
chr1	29500001	30000000	NA
chr1	30000001	30500000	0.0184792085788781
chr1	30500001	31000000	0.000842629588945328
chr1	31000001	31500000	-0.05622546569499
chr1	31500001	32000000	0.0297951091057203
chr1	32000001	32500000	-0.0234733690724598
chr1	32500001	33000000	0.00266196054292328
chr1	33000001	33500000	0.097164564280403
chr1	33500001	34000000	0.0380948299022985
chr1	34000001	34500000	-0.000387801357357609
chr1	34500001	35000000	-0.0525664948659944
chr1	35000001	35500000	0.0598459629355762
chr1	35500001	36000000	0.0714671521929923
