chr	start	end	log2_TNratio_corrected
chr1	1000001	1500000	NA
chr1	1500001	2000000	-0.201114838009849
chr1	2000001	2500000	-0.0944061221927146
chr1	2500001	3000000	NA
chr1	3000001	3500000	-0.168431774868415
chr1	3500001	4000000	0.0300511074944874
chr1	4000001	4500000	-0.0868612365754415
chr1	4500001	5000000	-0.0522985732325385
chr1	5000001	5500000	-0.100547875569684
chr1	5500001	6000000	-0.0492926153692178
chr1	6000001	6500000	-0.0637514366943366
chr1	6500001	7000000	-0.0329065289118215
chr1	7000001	7500000	-0.0339062802825615
chr1	7500001	8000000	-0.0189941444419029
chr1	8000001	8500000	-0.0461798925074579
chr1	8500001	9000000	0.00736698641289267
chr1	9000001	9500000	-0.0107737168757685
chr1	9500001	10000000	0.0358942551936424
chr1	10000001	10500000	0.0296089436531915
chr1	10500001	11000000	-0.0923644972425743
chr1	11000001	11500000	-0.0177726657808914
chr1	11500001	12000000	0.129287548279791
chr1	12000001	12500000	0.121164953224672
chr1	13500001	14000000	-0.0615349355391843
chr1	14000001	14500000	-0.0112062101225831
chr1	14500001	15000000	-0.0734419465545019
chr1	15000001	15500000	0.0230619682420948
chr1	15500001	16000000	0.00157931423020489
chr1	16000001	16500000	0.0264275413942567
chr1	17000001	17500000	0.0573290084001421
chr1	17500001	18000000	-0.189862306314208
chr1	18000001	18500000	-0.0788804475175057
chr1	18500001	19000000	-0.0595422068412982
chr1	19000001	19500000	-0.111280294300292
chr1	19500001	20000000	-0.111804237410534
chr1	20000001	20500000	-0.0714119625082686
chr1	20500001	21000000	-0.109638778890002
chr1	21000001	21500000	-0.0714863795191954
chr1	21500001	22000000	-0.0677434307642793
chr1	22000001	22500000	-0.0527546519057426
chr1	22500001	23000000	-0.0432872407376651
chr1	23000001	23500000	-0.000126859910533194
chr1	23500001	24000000	0.0992947904681823
chr1	24000001	24500000	-0.0218742516101809
chr1	24500001	25000000	-0.100289711473765
chr1	25000001	25500000	-0.136776733015069
chr1	25500001	26000000	0.0634706127095952
chr1	26000001	26500000	0.0205938761991939
chr1	26500001	27000000	0.0124852994060392
chr1	27000001	27500000	0.00453705154032337
chr1	27500001	28000000	0.0826056165640786
chr1	28000001	28500000	0.0717554977645409
chr1	28500001	29000000	-0.209160985759804
chr1	29000001	29500000	-0.131525146422439
chr1	29500001	30000000	NA
chr1	30000001	30500000	-0.178730196602434
chr1	30500001	31000000	-0.0642262619600413
chr1	31000001	31500000	-0.039555160575995
chr1	31500001	32000000	0.0459318964147598
chr1	32000001	32500000	-0.00754506929547889
chr1	32500001	33000000	-0.0843766595087529
chr1	33000001	33500000	-0.0258328445407358
chr1	33500001	34000000	-0.128717729914004
chr1	34000001	34500000	-0.0583982843974564
chr1	34500001	35000000	-0.0566897198393009
chr1	35000001	35500000	0.0503405173111826
chr1	35500001	36000000	0.132589173395018
chr1	36000001	36500000	0.0504785178103024
chr1	36500001	37000000	-0.00339552622309716
chr1	37000001	37500000	-0.0421308252352683
chr1	37500001	38000000	0.0332465131714534
chr1	38000001	38500000	0.012989201509458
chr1	38500001	39000000	0.0317842929255159
