chr	start	end	log2_TNratio_corrected
chr1	1000001	1500000	NA
chr1	1500001	2000000	-0.160865213124789
chr1	2000001	2500000	-0.135410923469163
chr1	2500001	3000000	NA
chr1	3000001	3500000	-0.262412312388462
chr1	3500001	4000000	-0.143645012844174
chr1	4000001	4500000	-0.193446099307666
chr1	4500001	5000000	-0.266519427911371
chr1	5000001	5500000	-0.163878556327633
chr1	5500001	6000000	-0.0700313797817604
chr1	6000001	6500000	-0.110499990182735
chr1	6500001	7000000	-0.171026400149745
chr1	7000001	7500000	-0.241719109338513
chr1	7500001	8000000	-0.203991165283443
chr1	8000001	8500000	-0.100542009995549
chr1	8500001	9000000	-0.0579818441002593
chr1	9000001	9500000	-0.148431794803237
chr1	9500001	10000000	-0.0736289426272419
chr1	10000001	10500000	-0.0605686352013151
chr1	10500001	11000000	-0.154258719390778
chr1	11000001	11500000	-0.150805762872786
chr1	11500001	12000000	-0.0078087187220101
chr1	12000001	12500000	-0.0658884251873324
chr1	13500001	14000000	-0.232253405014909
chr1	14000001	14500000	-0.102840960236172
chr1	14500001	15000000	-0.191777681560561
chr1	15000001	15500000	-0.00298404778734113
chr1	15500001	16000000	-0.0655657807587046
chr1	16000001	16500000	0.0397377245536173
chr1	17000001	17500000	-0.09278047642945
chr1	17500001	18000000	-0.14199395596086
chr1	18000001	18500000	-0.109830114384255
chr1	18500001	19000000	-0.105104120749673
chr1	19000001	19500000	-0.0125763964121645
chr1	19500001	20000000	-0.230902731066454
chr1	20000001	20500000	-0.186166781517996
chr1	20500001	21000000	-0.129147516690905
chr1	21000001	21500000	-0.0902858640420056
chr1	21500001	22000000	-0.10212754506246
chr1	22000001	22500000	-0.167658728447009
chr1	22500001	23000000	-0.193134019362498
chr1	23000001	23500000	-0.138490922321881
chr1	23500001	24000000	-0.101268211238617
chr1	24000001	24500000	-0.144450927927678
chr1	24500001	25000000	-0.224151921821056
chr1	25000001	25500000	-0.233920650050315
chr1	25500001	26000000	-0.0672953909627282
chr1	26000001	26500000	-0.13448753169623
chr1	26500001	27000000	-0.0416267976436706
chr1	27000001	27500000	-0.0485035029030388
chr1	27500001	28000000	0.0115324976243729
chr1	28000001	28500000	-0.148990320352451
chr1	28500001	29000000	-0.229542881868537
chr1	29000001	29500000	-0.219180622788856
chr1	29500001	30000000	NA
chr1	30000001	30500000	-0.18460290588632
chr1	30500001	31000000	-0.156697394445593
chr1	31000001	31500000	-0.126875842580976
chr1	31500001	32000000	-0.156776095684807
chr1	32000001	32500000	-0.0841122513159532
chr1	32500001	33000000	-0.143164009445526
chr1	33000001	33500000	-0.115471305969233
chr1	33500001	34000000	-0.0296716071059921
chr1	34000001	34500000	0.0843302004624592
chr1	34500001	35000000	0.125982096652743
chr1	35000001	35500000	0.219181664507988
chr1	35500001	36000000	0.234462758707333
chr1	36000001	36500000	0.34593827661503
chr1	36500001	37000000	0.222164134141
chr1	37000001	37500000	0.131549410509036
chr1	37500001	38000000	0.3183285909671
chr1	38000001	38500000	0.174599877483911
chr1	38500001	39000000	0.214668744855323
chr1	39000001	39500000	0.288529783108195
chr1	39500001	40000000	0.194105995381412
chr1	40000001	40500000	0.382275243465018
chr1	40500001	41000000	0.211903509802985
chr1	41000001	41500000	0.258940107066167
chr1	41500001	42000000	0.19144153768441
chr1	42000001	42500000	0.259952675692639
chr1	42500001	43000000	0.270582095531028
chr1	43000001	43500000	0.258153672968043
chr1	43500001	44000000	0.28400207175859
chr1	44000001	44500000	0.271708065094409
chr1	44500001	45000000	0.303298003784113
chr1	45000001	45500000	0.253328103055791
chr1	45500001	46000000	0.261885018307933
chr1	46000001	46500000	0.296177815818021
chr1	46500001	47000000	0.324034785991587
chr1	47000001	47500000	0.314397768520775
chr1	47500001	48000000	0.141454460216556
chr1	48000001	48500000	0.177325413080158
chr1	48500001	49000000	0.249451416209857
chr1	49000001	49500000	0.285389896574407
chr1	49500001	50000000	0.133575220893435
chr1	50000001	50500000	0.124732867625084
chr1	50500001	51000000	0.145973226165338
chr1	51000001	51500000	0.179141525157068
chr1	51500001	52000000	0.257560741591991
chr1	52000001	52500000	0.159822224722382
chr1	52500001	53000000	0.159276426007398
chr1	53000001	53500000	0.103739037860297
chr1	53500001	54000000	0.0283701162037549
chr1	54000001	54500000	0.146923574513593
chr1	54500001	55000000	0.155941212969417
chr1	55000001	55500000	0.208596388277591
chr1	55500001	56000000	0.180943629523166
chr1	56000001	56500000	0.138646250992947
chr1	56500001	57000000	0.206798255034245
chr1	57000001	57500000	0.15704607814104
chr1	57500001	58000000	0.204492182881803
chr1	58000001	58500000	0.156508342063657
chr1	58500001	59000000	0.148826075176154
chr1	59000001	59500000	0.15001350940612
chr1	59500001	60000000	0.163131108532802
chr1	60000001	60500000	0.0773903000818925
chr1	60500001	61000000	0.142216218040599
chr1	61000001	61500000	0.0598784380264939
chr1	61500001	62000000	0.0950821645251394
chr1	62000001	62500000	0.0432031507188121
chr1	62500001	63000000	0.193491993596998
chr1	63000001	63500000	0.120722048808013
chr1	63500001	64000000	0.163714512786254
chr1	64000001	64500000	0.098310306363466
chr1	64500001	65000000	0.143272973746595
chr1	65000001	65500000	0.235169128138188
chr1	65500001	66000000	0.149615610583414
chr1	66000001	66500000	0.20596976936423
chr1	66500001	67000000	0.13941659690692
chr1	67000001	67500000	0.182948968717653
chr1	67500001	68000000	0.14883904785955
chr1	68000001	68500000	0.189949515959605
chr1	68500001	69000000	0.226623965824338
chr1	69000001	69500000	0.157684474088867
chr1	69500001	70000000	0.175984957513442
chr1	70000001	70500000	0.10029072509297
