chr	start	end	log2_TNratio_corrected
chr1	1000001	1500000	NA
chr1	1500001	2000000	-0.135418212000878
chr1	2000001	2500000	-0.145309787609649
chr1	2500001	3000000	NA
chr1	3000001	3500000	-0.19845583552488
chr1	3500001	4000000	-0.105911822404258
chr1	4000001	4500000	-0.0863235356062932
chr1	4500001	5000000	-0.148363003929428
chr1	5000001	5500000	-0.130360148094643
chr1	5500001	6000000	-0.136004279340543
chr1	6000001	6500000	-0.077016977185723
chr1	6500001	7000000	-0.139378657200797
chr1	7000001	7500000	-0.149030041753805
chr1	7500001	8000000	-0.0189956861890691
chr1	8000001	8500000	-0.0781328474615214
chr1	8500001	9000000	0.00458125445991122
chr1	9000001	9500000	-0.0673935367590973
chr1	9500001	10000000	0.0120535255713195
chr1	10000001	10500000	-0.120056583847036
chr1	10500001	11000000	-0.0935461107320214
chr1	11000001	11500000	-0.0479222504398592
chr1	11500001	12000000	-0.0649750706728002
chr1	12000001	12500000	0.0189585762232396
chr1	13500001	14000000	-0.114180498436355
chr1	14000001	14500000	-0.124644724046518
chr1	14500001	15000000	-0.168469369337933
chr1	15000001	15500000	0.00475687594911632
chr1	15500001	16000000	-0.0375920296266246
chr1	16000001	16500000	0.00882585230979949
chr1	17000001	17500000	-0.00966289676742528
chr1	17500001	18000000	-0.216256929285682
chr1	18000001	18500000	-0.0892494054870123
chr1	18500001	19000000	-0.0279915067542167
chr1	19000001	19500000	-0.0395855851830495
chr1	19500001	20000000	-0.0770598029695301
chr1	20000001	20500000	-0.0941570633666421
chr1	20500001	21000000	-0.0579408006792425
chr1	21000001	21500000	0.0107185930144072
chr1	21500001	22000000	-0.0160964147510661
chr1	22000001	22500000	-0.0519939513525281
chr1	22500001	23000000	-0.133102856293489
chr1	23000001	23500000	-0.121676151372477
chr1	23500001	24000000	-0.0032946547979217
chr1	24000001	24500000	-0.0646272041080874
chr1	24500001	25000000	-0.0734301155767913
chr1	25000001	25500000	-0.00581120253907907
chr1	25500001	26000000	0.0269332630100868
chr1	26000001	26500000	0.0170117069323186
