chr	start	end	log2_TNratio_corrected
chr1	1000001	1500000	NA
chr1	1500001	2000000	-0.232426924653505
chr1	2000001	2500000	-0.0907893456182071
chr1	2500001	3000000	NA
chr1	3000001	3500000	-0.0803656119652989
chr1	3500001	4000000	-0.0413321841131515
chr1	4000001	4500000	-0.108521062465764
chr1	4500001	5000000	-0.100780688345568
chr1	5000001	5500000	-0.0806766896338407
chr1	5500001	6000000	-0.160027703258339
chr1	6000001	6500000	0.021888613839325
chr1	6500001	7000000	-0.0590866282273979
chr1	7000001	7500000	-0.208195285111405
chr1	7500001	8000000	0.0681595099912109
chr1	8000001	8500000	-0.00857208516992013
chr1	8500001	9000000	-0.0909448189442279
chr1	9000001	9500000	-0.035273714012112
chr1	9500001	10000000	0.0274080463713939
chr1	10000001	10500000	-0.0178945917828282
chr1	10500001	11000000	-0.0647509760270118
chr1	11000001	11500000	-0.00421716389720236
chr1	11500001	12000000	-0.0323243339091472
chr1	12000001	12500000	0.0338428095010834
chr1	13500001	14000000	-0.0391584343995512
chr1	14000001	14500000	0.117730327244698
chr1	14500001	15000000	-0.0550896069589286
chr1	15000001	15500000	0.0119489512523537
chr1	15500001	16000000	0.0351178832497056
chr1	16000001	16500000	-0.0315765148215099
chr1	17000001	17500000	0.0132920683266923
chr1	17500001	18000000	-0.0348637355258072
chr1	18000001	18500000	-0.015304051453411
chr1	18500001	19000000	-0.0228953884745358
chr1	19000001	19500000	-0.0638903942115787
chr1	19500001	20000000	-0.0176191154351186
chr1	20000001	20500000	0.0289684928837038
chr1	20500001	21000000	-0.0247058983082164
chr1	21000001	21500000	0.0814771385033221
chr1	21500001	22000000	0.0756395291841748
chr1	22000001	22500000	0.00604077233913253
chr1	22500001	23000000	-0.0187111586545555
chr1	23000001	23500000	-0.0846791600632282
chr1	23500001	24000000	0.0437493749697042
chr1	24000001	24500000	-0.00513437529799801
chr1	24500001	25000000	-0.0346551759434878
chr1	25000001	25500000	-0.0588409189157747
chr1	25500001	26000000	0.00574459574737129
chr1	26000001	26500000	-0.0356358685741194
chr1	26500001	27000000	0.0112702837430398
chr1	27000001	27500000	0.0906613137226491
chr1	27500001	28000000	0.0541456858299139
chr1	28000001	28500000	0.00838465386357017
chr1	28500001	29000000	-0.0410142530635886
chr1	29000001	29500000	0.0218568384034865
chr1	29500001	30000000	NA
chr1	30000001	30500000	0.0329617547930023
chr1	30500001	31000000	0.0368317017587459
chr1	31000001	31500000	0.0204034470341065
chr1	31500001	32000000	0.0697706811591155
chr1	32000001	32500000	-0.0763094352049307
chr1	32500001	33000000	0.0137637046164455
chr1	33000001	33500000	0.0695934996331853
chr1	33500001	34000000	0.0335314478555092
chr1	34000001	34500000	0.00285503355652483
chr1	34500001	35000000	0.107024151500849
chr1	35000001	35500000	-0.023089227918367
chr1	35500001	36000000	0.0379909901329701
chr1	36000001	36500000	0.122706254524003
chr1	36500001	37000000	0.0170112007141364
chr1	37000001	37500000	0.0068016586164881
chr1	37500001	38000000	0.063952817100447
chr1	38000001	38500000	0.0278734260618204
chr1	38500001	39000000	0.0311812559036845
chr1	39000001	39500000	0.004117899293585
chr1	39500001	40000000	0.0466262520534861
chr1	40000001	40500000	0.123197029728823
chr1	40500001	41000000	0.0168100623627018
chr1	41000001	41500000	0.0388741569439953
chr1	41500001	42000000	0.0834406722522571
chr1	42000001	42500000	0.0663643591329632
chr1	42500001	43000000	0.0518162225811611
chr1	43000001	43500000	0.00892339149020129
chr1	43500001	44000000	0.0893693510873595
chr1	44000001	44500000	0.0334871959293152
chr1	44500001	45000000	0.00993691630276662
chr1	45000001	45500000	0.0365597597242916
chr1	45500001	46000000	-0.0179699503770006
chr1	46000001	46500000	0.0996292608051056
chr1	46500001	47000000	0.0898327924824544
chr1	47000001	47500000	0.100813284353017
chr1	47500001	48000000	0.0985804045310801
chr1	48000001	48500000	0.0928190609096794
chr1	48500001	49000000	0.0794319022295374
chr1	49000001	49500000	0.00453126863292857
chr1	49500001	50000000	-0.0967223743231323
chr1	50000001	50500000	0.00911077139870269
chr1	50500001	51000000	-0.0339009608020353
chr1	51000001	51500000	-0.0113901569446702
chr1	51500001	52000000	0.016012530516741
chr1	52000001	52500000	0.0949747613371939
chr1	52500001	53000000	0.0277853647063637
chr1	53000001	53500000	0.0501986720628928
chr1	53500001	54000000	0.000791710632804726
chr1	54000001	54500000	0.0679148883069043
chr1	54500001	55000000	0.0244478765193173
chr1	55000001	55500000	0.0307582578754797
chr1	55500001	56000000	0.158954011281657
chr1	56000001	56500000	0.0341967237351148
chr1	56500001	57000000	0.0342178270781624
chr1	57000001	57500000	0.0546475716715732
chr1	57500001	58000000	0.0490603516884045
chr1	58000001	58500000	0.112836540294484
chr1	58500001	59000000	0.121482993570817
chr1	59000001	59500000	-0.0344692074888243
chr1	59500001	60000000	0.0656430249336355
chr1	60000001	60500000	0.0240450824868245
chr1	60500001	61000000	0.0966731788761311
chr1	61000001	61500000	0.0271346928480426
chr1	61500001	62000000	0.0404578209798688
chr1	62000001	62500000	-0.104956619702335
chr1	62500001	63000000	0.0503552550290693
chr1	63000001	63500000	-0.0141131350338598
chr1	63500001	64000000	0.0481650291436373
chr1	64000001	64500000	0.0540429864264658
chr1	64500001	65000000	0.128136538126908
chr1	65000001	65500000	0.0150214036731482
chr1	65500001	66000000	-0.0212967429917254
chr1	66000001	66500000	0.0308438755557647
chr1	66500001	67000000	-0.0218282636795306
chr1	67000001	67500000	-0.0218578025803557
chr1	67500001	68000000	0.042554540120264
chr1	68000001	68500000	0.0278282063295618
chr1	68500001	69000000	0.0912398144161804
chr1	69000001	69500000	0.0838781688033599
chr1	69500001	70000000	0.048221806263962
chr1	70000001	70500000	-0.0589888195034956
chr1	70500001	71000000	0.104672944437082
chr1	71000001	71500000	-0.0485365112395791
chr1	71500001	72000000	0.0107706576840221
chr1	72000001	72500000	0.0686512022312998
chr1	72500001	73000000	-0.0785316218606083
chr1	73000001	73500000	-0.0548751150191052
chr1	73500001	74000000	0.0151174287044298
chr1	74000001	74500000	-0.0023991983297453
chr1	74500001	75000000	-0.0746440876599393
chr1	75000001	75500000	0.0302725181991769
chr1	75500001	76000000	-0.0584020391913046
chr1	76000001	76500000	-0.00316846725471755
chr1	76500001	77000000	0.0131257211055883
chr1	77000001	77500000	0.051585880859659
chr1	77500001	78000000	-0.0396014595777271
chr1	78000001	78500000	-0.0210842071119616
chr1	78500001	79000000	0.0276055661829722
chr1	79000001	79500000	0.0183641732094949
chr1	79500001	80000000	-0.00626206727598568
chr1	80000001	80500000	0.0940961564458388
chr1	80500001	81000000	-0.0474900667863896
chr1	81000001	81500000	0.0886907971973913
chr1	81500001	82000000	-0.0772443739070313
chr1	82000001	82500000	0.0367408914811636
chr1	82500001	83000000	-0.0116070505477919
chr1	83500001	84000000	-0.0443049393136112
chr1	84000001	84500000	0.0523484440510032
chr1	84500001	85000000	-0.038010243907746
chr1	85000001	85500000	-0.152756635817797
chr1	85500001	86000000	-0.0155102679889292
chr1	86000001	86500000	0.0633446063697784
chr1	86500001	87000000	0.0573459941302293
chr1	87000001	87500000	-0.0357484020618733
chr1	87500001	88000000	-0.00825874190851105
chr1	88000001	88500000	-0.0269096186711462
chr1	88500001	89000000	0.0742304966095812
chr1	89000001	89500000	0.0789038355120042
chr1	89500001	90000000	0.0972312245367037
chr1	90000001	90500000	0.0127512447537903
chr1	90500001	91000000	0.0337550101571364
chr1	91000001	91500000	0.103001294080595
chr1	91500001	92000000	0.0665469569862305
chr1	92000001	92500000	0.0925716068514843
chr1	92500001	93000000	-0.0155841689489106
chr1	93000001	93500000	0.0383089036604683
chr1	93500001	94000000	0.0645273905581946
chr1	94000001	94500000	0.131446067466465
chr1	94500001	95000000	0.0855176867036386
chr1	95000001	95500000	0.0145844410689854
chr1	95500001	96000000	-0.00173216526104955
chr1	96000001	96500000	-0.038002709438004
chr1	96500001	97000000	0.0703987769887503
chr1	97000001	97500000	-0.0176846079674482
chr1	97500001	98000000	0.13656944243355
chr1	98000001	98500000	0.0384365956541156
chr1	98500001	99000000	0.030555992401527
chr1	99000001	99500000	0.0766495132493084
chr1	99500001	100000000	-0.0524963399172115
chr1	100000001	100500000	0.0931345113034428
chr1	100500001	101000000	-0.0232635599800566
chr1	101000001	101500000	0.111930554279683
chr1	101500001	102000000	-0.0544265262981709
chr1	102000001	102500000	0.0289027604760135
chr1	102500001	103000000	-0.032102142893766
chr1	103000001	103500000	-0.0156953876563213
chr1	103500001	104000000	-0.268519379456613
chr1	104000001	104500000	-0.0514746974638549
chr1	104500001	105000000	-0.00495138268437814
chr1	105000001	105500000	-0.017285377036402
chr1	105500001	106000000	-0.103517792362802
chr1	106000001	106500000	-0.136675026194496
chr1	106500001	107000000	-0.0430771446380824
chr1	107000001	107500000	-0.109824806739691
chr1	107500001	108000000	0.10313983981156
chr1	108500001	109000000	0.0287458778114848
chr1	109000001	109500000	-0.0232319791400475
chr1	109500001	110000000	0.0806565958806017
chr1	110000001	110500000	0.127919493547925
chr1	110500001	111000000	-0.0113540516100993
chr1	111000001	111500000	0.0632588444527336
chr1	111500001	112000000	-0.0379114862658704
chr1	112000001	112500000	0.0706266750124668
chr1	112500001	113000000	0.022963025793427
chr1	113000001	113500000	0.0517573462442852
chr1	113500001	114000000	0.0163929049139994
chr1	114000001	114500000	0.0400218572197453
chr1	114500001	115000000	0.0115867353763224
chr1	115000001	115500000	-0.0161587634910602
chr1	115500001	116000000	-0.0245764917599092
chr1	116000001	116500000	0.0367940512678333
chr1	116500001	117000000	0.0755764391188775
chr1	117000001	117500000	0.00064726999059053
chr1	117500001	118000000	0.018725066930918
chr1	118000001	118500000	-0.0172230737420796
chr1	118500001	119000000	-0.0278618498393521
chr1	119000001	119500000	0.0606738219446423
chr1	119500001	120000000	0.121247735056851
chr1	145500001	146000000	0.104815096193845
chr1	147000001	147500000	0.0822212992647341
chr1	147500001	148000000	0.0597717535798124
chr1	150000001	150500000	0.07868480325842
chr1	150500001	151000000	0.114693109701571
chr1	151000001	151500000	0.00284129526122462
chr1	151500001	152000000	0.0249167299700162
chr1	152000001	152500000	0.0883252553779232
chr1	152500001	153000000	0.0328668293447525
chr1	153000001	153500000	0.111312529601809
chr1	153500001	154000000	0.0361652525404873
chr1	154000001	154500000	0.07052965351356
chr1	154500001	155000000	-0.0935143869639698
chr1	155000001	155500000	0.0849655302236531
chr1	155500001	156000000	-0.0026623351428996
chr1	156000001	156500000	0.108786812128883
chr1	156500001	157000000	0.0382122986717597
chr1	157000001	157500000	0.028408518036673
