chr	start	end	log2_TNratio_corrected
chr1	1000001	1500000	NA
chr1	1500001	2000000	-0.254675642054734
chr1	2000001	2500000	-0.238752330231568
chr1	2500001	3000000	NA
chr1	3000001	3500000	-0.260573551118362
chr1	3500001	4000000	-0.14952982542499
chr1	4000001	4500000	-0.168583705590609
chr1	4500001	5000000	-0.0613516586729596
chr1	5000001	5500000	-0.11122023677192
chr1	5500001	6000000	-0.0869105240540572
chr1	6000001	6500000	-0.157291067848775
chr1	6500001	7000000	-0.179311556895208
chr1	7000001	7500000	-0.15555624464062
chr1	7500001	8000000	-0.163212352238486
chr1	8000001	8500000	-0.0959338980598805
chr1	8500001	9000000	-0.0902397229446566
chr1	9000001	9500000	-0.146692564963451
chr1	9500001	10000000	-0.0756987729306882
chr1	10000001	10500000	-0.129199642114519
chr1	10500001	11000000	-0.0496818537429282
chr1	11000001	11500000	-0.0855636398097799
chr1	11500001	12000000	-0.00689246180530967
chr1	12000001	12500000	-0.0425173340948884
chr1	13500001	14000000	-0.135158674946197
chr1	14000001	14500000	-0.0788157687837202
chr1	14500001	15000000	-0.165336161350522
chr1	15000001	15500000	-0.0217896355711449
chr1	15500001	16000000	-0.204946888149273
chr1	16000001	16500000	-0.0691131613384842
chr1	17000001	17500000	-0.118470134546488
chr1	17500001	18000000	-0.0533146054426445
chr1	18000001	18500000	-0.0611326102530981
chr1	18500001	19000000	-0.133983416572678
chr1	19000001	19500000	-0.120827604531906
chr1	19500001	20000000	-0.148963557864247
chr1	20000001	20500000	-0.103643894995602
chr1	20500001	21000000	-0.0546683175105766
chr1	21000001	21500000	0.000630169153979135
chr1	21500001	22000000	-0.0116313486431757
chr1	22000001	22500000	-0.0368140849019289
chr1	22500001	23000000	-0.134270562568116
chr1	23000001	23500000	-0.0948956107133225
chr1	23500001	24000000	-0.06804536765671
chr1	24000001	24500000	-0.0153018520959487
chr1	24500001	25000000	-0.0769423251064285
chr1	25000001	25500000	-0.247932330585043
chr1	25500001	26000000	-0.0397738709332081
chr1	26000001	26500000	-0.0639289252349986
chr1	26500001	27000000	0.00154982276551838
chr1	27000001	27500000	0.183179262480113
chr1	27500001	28000000	0.0224757738542971
chr1	28000001	28500000	-0.0569908132663139
chr1	28500001	29000000	-0.111147964669499
chr1	29000001	29500000	-0.138382549019689
chr1	29500001	30000000	NA
chr1	30000001	30500000	-0.064614412578666
chr1	30500001	31000000	-0.135589436262175
chr1	31000001	31500000	-0.154118606969042
chr1	31500001	32000000	-0.128787890518439
chr1	32000001	32500000	-0.080090876414694
chr1	32500001	33000000	-0.0459846379969575
chr1	33000001	33500000	-0.116970589628614
chr1	33500001	34000000	-0.153010786419518
chr1	34000001	34500000	-0.0611059589208796
chr1	34500001	35000000	-0.106437961243259
chr1	35000001	35500000	-0.0437444848862018
chr1	35500001	36000000	-0.00835135384289147
chr1	36000001	36500000	0.0387931980930759
chr1	36500001	37000000	-0.125399144904007
chr1	37000001	37500000	-0.0681589310227531
chr1	37500001	38000000	-0.105678271666593
chr1	38000001	38500000	-0.105370074293097
chr1	38500001	39000000	-0.0436044785323461
chr1	39000001	39500000	-0.0913296064950497
chr1	39500001	40000000	-0.096134808771399
chr1	40000001	40500000	0.00424417058215826
chr1	40500001	41000000	-0.0388273629215999
chr1	41000001	41500000	-0.000612337368131544
chr1	41500001	42000000	0.168892158005799
chr1	42000001	42500000	-0.0512131003452823
chr1	42500001	43000000	0.0211731760931096
chr1	43000001	43500000	0.00712550710194453
chr1	43500001	44000000	0.0610361487943914
chr1	44000001	44500000	-0.0101476360380203
chr1	44500001	45000000	0.102362733528859
chr1	45000001	45500000	0.121819765819324
chr1	45500001	46000000	0.0035058379887515
chr1	46000001	46500000	0.103747459318486
chr1	46500001	47000000	0.156100017009256
chr1	47000001	47500000	0.16810734579445
chr1	47500001	48000000	-0.028573651632763
chr1	48000001	48500000	0.166338170188646
chr1	48500001	49000000	0.0362917068959234
chr1	49000001	49500000	0.015651153282287
chr1	49500001	50000000	0.0254559258812798
chr1	50000001	50500000	-0.0167754142437126
chr1	50500001	51000000	-0.0423195959790665
chr1	51000001	51500000	0.111857243807995
chr1	51500001	52000000	0.187335784899204
chr1	52000001	52500000	0.0792119159162556
chr1	52500001	53000000	0.139659689129545
chr1	53000001	53500000	0.129945455965463
chr1	53500001	54000000	0.00447067249694827
chr1	54000001	54500000	-0.159925423866851
chr1	54500001	55000000	-0.087393933906931
chr1	55000001	55500000	-0.114772138838517
chr1	55500001	56000000	-0.122112309345272
chr1	56000001	56500000	-0.0696888822432941
chr1	56500001	57000000	-0.0755617535338106
chr1	57000001	57500000	-0.10290763813355
chr1	57500001	58000000	-0.0307464511507182
chr1	58000001	58500000	-0.154460500058993
chr1	58500001	59000000	-0.114699446491538
chr1	59000001	59500000	0.00283148275753436
chr1	59500001	60000000	-0.0181543334449771
chr1	60000001	60500000	-0.104421311544482
chr1	60500001	61000000	-0.0791944038967836
chr1	61000001	61500000	-0.0619281622152944
chr1	61500001	62000000	-0.0820514666048765
chr1	62000001	62500000	-0.123119275281761
chr1	62500001	63000000	-0.166967998706844
chr1	63000001	63500000	-0.128593541658998
chr1	63500001	64000000	-0.122338711078164
chr1	64000001	64500000	-0.0207587328314304
chr1	64500001	65000000	0.0710248850960163
chr1	65000001	65500000	0.0938399088754451
chr1	65500001	66000000	0.138569049304341
chr1	66000001	66500000	0.182188038915184
chr1	66500001	67000000	0.0569299358280002
chr1	67000001	67500000	0.0136147220903122
chr1	67500001	68000000	0.0451549644039128
chr1	68000001	68500000	0.188607076749303
chr1	68500001	69000000	0.0574254456742842
chr1	69000001	69500000	0.0570795239834121
chr1	69500001	70000000	0.074792235665485
chr1	70000001	70500000	0.0549353818799556
chr1	70500001	71000000	0.124885072121317
chr1	71000001	71500000	0.168450175950349
chr1	71500001	72000000	0.0566869507901359
chr1	72000001	72500000	-0.0580575597662287
chr1	72500001	73000000	-0.00389061402569372
chr1	73000001	73500000	-0.00740297682354467
chr1	73500001	74000000	0.110667998930215
chr1	74000001	74500000	0.0197007745885422
chr1	74500001	75000000	-0.0409380287466834
chr1	75000001	75500000	-0.0228734865850156
chr1	75500001	76000000	-0.00845680781254146
chr1	76000001	76500000	0.0793669632193372
chr1	76500001	77000000	0.0233129278697613
chr1	77000001	77500000	0.0367817504053847
chr1	77500001	78000000	0.0675791693557579
chr1	78000001	78500000	0.00167341316143932
chr1	78500001	79000000	-0.0209655963217194
chr1	79000001	79500000	0.0189604586451299
chr1	79500001	80000000	0.0254769282949047
chr1	80000001	80500000	0.000237972432222719
chr1	80500001	81000000	-0.0144478025478348
chr1	81000001	81500000	0.0151251555972752
chr1	81500001	82000000	0.00292209612669458
chr1	82000001	82500000	0.0286630594736784
chr1	82500001	83000000	0.0194175329001142
chr1	83500001	84000000	0.0602529636275115
chr1	84000001	84500000	0.0228810615581401
chr1	84500001	85000000	-0.032461420870201
chr1	85000001	85500000	0.0269855848055237
chr1	85500001	86000000	0.122980102959617
chr1	86000001	86500000	0.0540879612678198
chr1	86500001	87000000	0.0253976299182856
chr1	87000001	87500000	0.114185961472287
chr1	87500001	88000000	-0.0391067967150703
chr1	88000001	88500000	0.117979778373176
chr1	88500001	89000000	0.0249778873656379
chr1	89000001	89500000	0.17056731344015
chr1	89500001	90000000	0.0706041335485776
chr1	90000001	90500000	-0.0212542035386354
chr1	90500001	91000000	-0.130252912209023
chr1	91000001	91500000	0.12218147780793
chr1	91500001	92000000	0.0724175083002823
chr1	92000001	92500000	0.241763315630756
chr1	92500001	93000000	0.098483375022628
