chr	start	end	log2_TNratio_corrected
chr1	1000001	1500000	NA
chr1	1500001	2000000	-0.117848931905716
chr1	2000001	2500000	0.0296300888693648
chr1	2500001	3000000	NA
chr1	3000001	3500000	-0.124468772386087
chr1	3500001	4000000	0.0296209041607563
chr1	4000001	4500000	0.00911700629258456
chr1	4500001	5000000	-0.0268530733804701
chr1	5000001	5500000	-0.0331775402650591
chr1	5500001	6000000	-0.0561114342879572
chr1	6000001	6500000	-0.00826234599836137
chr1	6500001	7000000	-0.0863615631102078
chr1	7000001	7500000	-0.0336394617178499
chr1	7500001	8000000	-0.0261664675532427
chr1	8000001	8500000	-0.0915969124969143
chr1	8500001	9000000	-0.0582318218130096
chr1	9000001	9500000	-0.0593447047767263
chr1	9500001	10000000	-0.0313476078588531
chr1	10000001	10500000	-0.0185061472966013
chr1	10500001	11000000	-0.102979364082256
chr1	11000001	11500000	-0.0161541485997636
chr1	11500001	12000000	0.133975160317988
chr1	12000001	12500000	0.105353279424782
chr1	13500001	14000000	0.00544938413484569
chr1	14000001	14500000	-0.0825506758085824
chr1	14500001	15000000	-0.19754263688918
chr1	15000001	15500000	-0.0307815065524788
chr1	15500001	16000000	-0.061521727249866
chr1	16000001	16500000	-0.0443652547691942
chr1	17000001	17500000	0.00869160328411369
chr1	17500001	18000000	-0.0649615511221069
chr1	18000001	18500000	-0.0404954406909499
chr1	18500001	19000000	-0.0676829227703686
chr1	19000001	19500000	-0.0878674975794684
chr1	19500001	20000000	-0.17291873279876
chr1	20000001	20500000	-0.170926662639337
chr1	20500001	21000000	-0.0279195701963064
chr1	21000001	21500000	-0.176991805465814
chr1	21500001	22000000	-0.0356841818331793
chr1	22000001	22500000	-0.0933050131698079
chr1	22500001	23000000	-0.120823454295008
chr1	23000001	23500000	-0.176127697097464
chr1	23500001	24000000	-0.0905289215857366
chr1	24000001	24500000	-0.07255809173678
chr1	24500001	25000000	-0.200789992337978
chr1	25000001	25500000	-0.261423579620398
chr1	25500001	26000000	-0.109566249308256
chr1	26000001	26500000	0.0237031871923601
chr1	26500001	27000000	0.0336599228492087
chr1	27000001	27500000	-0.0990278519415836
chr1	27500001	28000000	0.0466647473176715
chr1	28000001	28500000	0.105711939741206
chr1	28500001	29000000	0.088448375001287
chr1	29000001	29500000	0.0919569577956151
chr1	29500001	30000000	NA
chr1	30000001	30500000	0.15020260177443
chr1	30500001	31000000	0.149731229432667
chr1	31000001	31500000	0.0950653805845557
chr1	31500001	32000000	0.154051378677027
chr1	32000001	32500000	0.110606639360404
chr1	32500001	33000000	0.0971237974861955
chr1	33000001	33500000	0.213938413596804
chr1	33500001	34000000	0.152676433573857
chr1	34000001	34500000	0.12202220586534
chr1	34500001	35000000	0.116444921548987
chr1	35000001	35500000	0.159079372056558
chr1	35500001	36000000	0.231183612456839
chr1	36000001	36500000	0.223750262783917
chr1	36500001	37000000	0.179427548853016
chr1	37000001	37500000	0.145077851622128
chr1	37500001	38000000	0.228451185731114
chr1	38000001	38500000	0.180668441508085
chr1	38500001	39000000	0.164258658452964
chr1	39000001	39500000	0.137060536023477
chr1	39500001	40000000	0.109695039050022
chr1	40000001	40500000	0.226666516801346
chr1	40500001	41000000	0.190098082008382
chr1	41000001	41500000	0.150321732171755
chr1	41500001	42000000	0.236246998368682
chr1	42000001	42500000	0.172751892322167
chr1	42500001	43000000	0.210050643165402
chr1	43000001	43500000	0.140695753359936
chr1	43500001	44000000	0.142138730617784
chr1	44000001	44500000	0.101350968039328
chr1	44500001	45000000	0.229200081724651
chr1	45000001	45500000	0.172166525764275
chr1	45500001	46000000	0.16452272010539
chr1	46000001	46500000	0.111045391924248
chr1	46500001	47000000	0.260372126001345
chr1	47000001	47500000	0.133868662706026
chr1	47500001	48000000	0.162289493812909
chr1	48000001	48500000	0.210417345341766
chr1	48500001	49000000	0.226124840579905
chr1	49000001	49500000	0.213928946053877
chr1	49500001	50000000	0.253524259936252
chr1	50000001	50500000	0.209224736249264
chr1	50500001	51000000	0.129505539973013
chr1	51000001	51500000	0.172101360162402
chr1	51500001	52000000	0.273853675469277
chr1	52000001	52500000	0.164783374425806
chr1	52500001	53000000	0.190522836684017
chr1	53000001	53500000	0.188205669840346
chr1	53500001	54000000	0.131220685278124
chr1	54000001	54500000	0.190554614212595
chr1	54500001	55000000	0.211317320940356
chr1	55000001	55500000	0.216574072603029
chr1	55500001	56000000	0.204249431481368
chr1	56000001	56500000	0.283369443806267
chr1	56500001	57000000	0.214596387399545
chr1	57000001	57500000	0.130988884154187
chr1	57500001	58000000	0.157991247694132
chr1	58000001	58500000	0.226240673334274
chr1	58500001	59000000	0.216395345723669
chr1	59000001	59500000	0.231356196706551
chr1	59500001	60000000	0.24554031677796
chr1	60000001	60500000	0.135398255985081
chr1	60500001	61000000	0.266919011016545
chr1	61000001	61500000	0.148171385975976
chr1	61500001	62000000	0.19452158352062
chr1	62000001	62500000	0.102093543846422
chr1	62500001	63000000	0.148183912938311
chr1	63000001	63500000	0.236013598264782
chr1	63500001	64000000	0.192930548299241
chr1	64000001	64500000	0.201643980083961
chr1	64500001	65000000	0.231846048524895
chr1	65000001	65500000	0.27131221453588
chr1	65500001	66000000	0.267437188338358
chr1	66000001	66500000	0.243954336821579
chr1	66500001	67000000	0.101088321451138
chr1	67000001	67500000	0.124382096986004
chr1	67500001	68000000	0.186735438621185
chr1	68000001	68500000	0.198710303841678
chr1	68500001	69000000	0.163660628151155
