chr	start	end	log2_TNratio_corrected
chr1	1000001	1500000	NA
chr1	1500001	2000000	-0.160028493716802
chr1	2000001	2500000	-0.0420174393799705
chr1	2500001	3000000	NA
chr1	3000001	3500000	-0.138598449712516
chr1	3500001	4000000	-0.0784057487412469
chr1	4000001	4500000	0.00286336276380114
chr1	4500001	5000000	-0.0508804496976741
chr1	5000001	5500000	-0.0576669496246868
chr1	5500001	6000000	-0.0539177749486868
chr1	6000001	6500000	-0.13998083688314
chr1	6500001	7000000	-0.124679824690317
chr1	7000001	7500000	-0.0995102126315007
chr1	7500001	8000000	-0.0884183363546025
chr1	8000001	8500000	-0.0935757538011093
chr1	8500001	9000000	-0.115739026518833
chr1	9000001	9500000	-0.143314774021099
chr1	9500001	10000000	-0.0255875923589643
chr1	10000001	10500000	-0.0239019922629789
chr1	10500001	11000000	-0.0591545487509801
chr1	11000001	11500000	-0.0536158906355014
chr1	11500001	12000000	-0.0992045227582056
chr1	12000001	12500000	0.00482707086254019
chr1	13500001	14000000	-0.000583396056488689
chr1	14000001	14500000	-0.0522433861377714
chr1	14500001	15000000	0.0181450206385493
chr1	15000001	15500000	-0.0185027186042783
chr1	15500001	16000000	-0.081761018693304
chr1	16000001	16500000	-0.0136190238005914
chr1	17000001	17500000	0.037446135520872
chr1	17500001	18000000	-0.0733326037839638
chr1	18000001	18500000	0.0144696983986466
chr1	18500001	19000000	-0.053651041401708
chr1	19000001	19500000	-0.100787805762727
chr1	19500001	20000000	-0.0590109084963741
chr1	20000001	20500000	-0.0571552621290986
chr1	20500001	21000000	-0.0332337177878598
chr1	21000001	21500000	0.00325233585238026
chr1	21500001	22000000	-0.0632440579448858
chr1	22000001	22500000	-0.0561860490224119
chr1	22500001	23000000	-0.0706079435520393
chr1	23000001	23500000	-0.0331864664882884
chr1	23500001	24000000	-0.00517550831572162
chr1	24000001	24500000	-0.054708489094525
chr1	24500001	25000000	-0.104908566559903
chr1	25000001	25500000	-0.280437949138471
chr1	25500001	26000000	-0.0996849246198556
chr1	26000001	26500000	0.00943607551963865
chr1	26500001	27000000	0.0107187364860554
chr1	27000001	27500000	-0.0109470144037572
chr1	27500001	28000000	0.0300457582276252
chr1	28000001	28500000	-0.0266353114298598
chr1	28500001	29000000	-0.163441111483909
chr1	29000001	29500000	-0.0674262044750799
chr1	29500001	30000000	NA
chr1	30000001	30500000	-0.0563006481567789
chr1	30500001	31000000	-0.0339045844543108
chr1	31000001	31500000	-0.0117040390088411
chr1	31500001	32000000	-0.0111625297709218
chr1	32000001	32500000	-0.0811960241881277
chr1	32500001	33000000	-0.11570603271859
chr1	33000001	33500000	0.029562885843442
chr1	33500001	34000000	-0.0288071043736815
chr1	34000001	34500000	-0.0212920046024859
chr1	34500001	35000000	-0.0450515199075674
chr1	35000001	35500000	-0.0458830890551358
chr1	35500001	36000000	-0.0195982749472434
chr1	36000001	36500000	-0.0433639999723107
chr1	36500001	37000000	0.0202351999926461
chr1	37000001	37500000	0.0110806201557842
chr1	37500001	38000000	0.0260286894196565
chr1	38000001	38500000	-0.0024276096199848
chr1	38500001	39000000	0.0146133541421423
chr1	39000001	39500000	0.00485579269507647
chr1	39500001	40000000	0.0162826889220382
chr1	40000001	40500000	0.107843547172908
chr1	40500001	41000000	0.00814662435379623
chr1	41000001	41500000	0.0209828765487233
chr1	41500001	42000000	0.114421249811115
chr1	42000001	42500000	-0.0412668098256055
chr1	42500001	43000000	-0.0310107298219713
chr1	43000001	43500000	-0.0494046434593374
chr1	43500001	44000000	0.00197038570043967
chr1	44000001	44500000	0.0170960592379519
chr1	44500001	45000000	-0.0200895772027046
chr1	45000001	45500000	-0.0276474609721213
chr1	45500001	46000000	-0.0119194788954083
chr1	46000001	46500000	0.0296166227199981
chr1	46500001	47000000	0.0789463838466106
chr1	47000001	47500000	0.00414443209975093
chr1	47500001	48000000	-0.000558554089134883
chr1	48000001	48500000	0.112575364841217
chr1	48500001	49000000	0.0252683326599627
chr1	49000001	49500000	0.0129223471592149
chr1	49500001	50000000	-0.0947496548083109
chr1	50000001	50500000	0.0230437101853226
chr1	50500001	51000000	-0.0430512513933538
chr1	51000001	51500000	-0.120647655400968
chr1	51500001	52000000	0.00614756044292947
chr1	52000001	52500000	0.062327815889352
chr1	52500001	53000000	-0.005154477523078
chr1	53000001	53500000	0.0368139335839157
chr1	53500001	54000000	-0.10879669066378
chr1	54000001	54500000	0.0172423359567232
chr1	54500001	55000000	0.0640543411971028
chr1	55000001	55500000	-0.0173490413529691
chr1	55500001	56000000	-0.00235231700147806
chr1	56000001	56500000	0.0464391113287861
chr1	56500001	57000000	0.0120744498719546
chr1	57000001	57500000	0.0192125906347367
chr1	57500001	58000000	0.0277076103930141
chr1	58000001	58500000	0.0319317346788005
chr1	58500001	59000000	0.10907030840165
chr1	59000001	59500000	0.0587883511256788
chr1	59500001	60000000	0.00133590644051916
chr1	60000001	60500000	-0.0100737078758773
chr1	60500001	61000000	-0.0649318484606099
chr1	61000001	61500000	-0.0734574368617041
chr1	61500001	62000000	-0.0190077446698299
chr1	62000001	62500000	-0.0649004257171068
chr1	62500001	63000000	-0.06692413413487
chr1	63000001	63500000	0.0170531858651633
chr1	63500001	64000000	0.0163433519186268
chr1	64000001	64500000	-0.0267513510753629
chr1	64500001	65000000	0.0450749154390033
chr1	65000001	65500000	0.0328598532781689
chr1	65500001	66000000	0.00270338849082607
chr1	66000001	66500000	-0.030700156661114
chr1	66500001	67000000	-0.0127472943486811
chr1	67000001	67500000	-0.00904322230500777
chr1	67500001	68000000	-0.0221802035791338
chr1	68000001	68500000	0.0398256825759034
chr1	68500001	69000000	-0.0269291765859753
chr1	69000001	69500000	-0.00198802121133908
chr1	69500001	70000000	-0.0034630500869299
chr1	70000001	70500000	-0.0804107061363423
chr1	70500001	71000000	0.0167464110385302
chr1	71000001	71500000	-0.0319770221368672
chr1	71500001	72000000	0.00473096724836174
chr1	72000001	72500000	-0.00687419383015961
chr1	72500001	73000000	-0.0588090368472874
chr1	73000001	73500000	-0.0131580346255356
chr1	73500001	74000000	-0.0765111046586523
chr1	74000001	74500000	-0.0263845605634931
chr1	74500001	75000000	-0.0484156718430751
chr1	75000001	75500000	-0.0270326222394766
chr1	75500001	76000000	-0.0752431219084458
chr1	76000001	76500000	0.12728483314018
chr1	76500001	77000000	0.0617104668605579
chr1	77000001	77500000	0.122428311843804
chr1	77500001	78000000	-0.116532044492778
chr1	78000001	78500000	-0.11397896447962
chr1	78500001	79000000	-0.0699677556781191
chr1	79000001	79500000	-0.0262508867419024
chr1	79500001	80000000	-0.0407431888233391
chr1	80000001	80500000	0.0479639311054344
chr1	80500001	81000000	0.00542062429933973
chr1	81000001	81500000	0.0106660381096059
chr1	81500001	82000000	0.0210160299504379
chr1	82000001	82500000	0.118101820341897
chr1	82500001	83000000	0.095347116227904
chr1	83500001	84000000	0.0335839364769166
chr1	84000001	84500000	0.0127256530544698
chr1	84500001	85000000	-0.0582125697833599
chr1	85000001	85500000	-0.014810753223149
chr1	85500001	86000000	-0.0322255245433931
chr1	86000001	86500000	0.0291258840026255
chr1	86500001	87000000	-0.0227076151195948
chr1	87000001	87500000	0.0771049598915299
chr1	87500001	88000000	-0.0198515047804233
chr1	88000001	88500000	0.0468736334980608
chr1	88500001	89000000	0.0936499896091881
chr1	89000001	89500000	0.133521756998704
chr1	89500001	90000000	0.00375336397347266
chr1	90000001	90500000	0.0385710099860991
chr1	90500001	91000000	-0.0314037897479674
chr1	91000001	91500000	0.0566261452952344
chr1	91500001	92000000	-0.0518496403260432
chr1	92000001	92500000	0.0776358967960008
chr1	92500001	93000000	-0.0286506603312973
chr1	93000001	93500000	-0.109741111137856
chr1	93500001	94000000	0.0301188263530394
chr1	94000001	94500000	-0.00190416924805541
chr1	94500001	95000000	0.0283332571994719
chr1	95000001	95500000	0.0458562950162289
chr1	95500001	96000000	-0.0743611303448021
chr1	96000001	96500000	0.0117682644633077
chr1	96500001	97000000	0.0482852081478766
chr1	97000001	97500000	-0.0673457452989622
chr1	97500001	98000000	-0.0246983349713529
chr1	98000001	98500000	-0.00261120117940622
chr1	98500001	99000000	0.00181250669288475
chr1	99000001	99500000	-0.0106011073263828
chr1	99500001	100000000	-0.040413385841417
chr1	100000001	100500000	-0.0186940804100984
chr1	100500001	101000000	-0.0154911609421859
chr1	101000001	101500000	-0.0187923891595781
chr1	101500001	102000000	-0.0828788675589529
